InvoiceNo,InvoiceTotal
538714,275.44999999999993
539498,290.51
540119,0.0
540159,72.0
539746,155.82999999999998
C536622,-17.0
536843,34.9
537645,2448.29
538198,919.8
538209,185.06
538697,101.99999999999999
538857,152.4
C539067,-46.400000000000006
C539258,-21.9
539578,1440.0
539337,670.38
536382,430.59999999999997
536586,344.2
537206,85.55000000000001
537229,17.4
537450,0.0
537471,17.85
537665,139.86
537880,365.80000000000007
C537893,-27.15
538420,293.76000000000005
538522,539.2
538917,684.2600000000001
539070,19.9
539250,1085.46
539835,318.75
539957,1262.85
C539983,-29.700000000000003
539828,23.8
C536379,-27.5
536393,79.6
536591,198.32
537238,164.20000000000002
C537416,-7.95
537819,397.5999999999999
538173,0.0
538356,966.6199999999999
538658,125.2
538795,293.85
538800,193.89999999999998
539610,109.88
540153,331.6
536580,97.2
538047,0.0
538524,5344.980000000001
539015,440.20000000000005
539292,304.90000000000003
539493,41.81
536388,226.14
536631,22.200000000000003
536761,98.9
537045,126.43
537086,438.0
537237,7335.450000000005
537364,0.0
537806,372.97
538313,1136.3200000000002
C538692,-7.24
C538794,-1.25
538796,304.5
538888,125.56
539082,205.79999999999998
C539596,-12.0
539732,29.700000000000003
536805,406.55999999999995
537219,423.51999999999987
C537333,-34.0
C537444,-47.6
537466,0.0
538136,0.0
538368,147.09000000000003
538846,11.0
C539057,-74.25
539087,1168.2
C539289,-12.75
539322,126.9
539856,1298.4
536400,17.4
536672,127.2
536838,37.2
536874,232.25999999999988
537158,184.79999999999998
537230,2.95
537397,244.2
538053,1571.32
538057,316.82000000000005
C538695,-2.95
538816,479.3500000000001
538995,1185.8600000000001
C539260,-76.64999999999999
539478,193.63999999999996
540186,7.95
536663,299.40000000000003
537301,102.66000000000001
537372,198.35000000000002
537389,149.00000000000003
537793,2746.749999999999
537881,956.5000000000001
538249,0.0
539308,250.46000000000004
C537383,-9.05
C537630,-13541.33
537841,320.0
C537856,-13.45
539010,247.91000000000008
539220,118.34000000000002
C539284,-25.200000000000003
539490,306.15000000000003
539754,69.29
536549,0.0
537405,406.6899999999997
C538085,-16.0
540019,413.68000000000006
536416,225.7
536863,123.07000000000002
538147,15.0
538353,3762.66
538529,777.5600000000001
539012,1305.6000000000001
C539097,-11.549999999999999
539307,2054.92
539590,832.08
C539603,-53.25
539666,479.4
539753,62.78999999999999
C536543,-3.8
537882,141.95
538567,302.1
538631,689.04
539019,306.84
536819,308.28
537879,213.3
538200,95.25000000000003
C538834,-12.899999999999999
539272,97.24000000000001
539441,0.42
539482,49.67
539484,947.1899999999998
C539726,-12.5
539826,615.6
536967,76.5
C537610,-631.31
C537651,-13541.33
537700,309.0
538010,226.79999999999998
540178,556.0699999999999
536369,17.85
536954,425.0
537451,0.0
538201,203.1
C538696,-8.5
C538904,-7.95
C539063,-63.34
C539499,-3.75
C539566,-1.9500000000000002
C539608,-29.75
C536812,-883.08
536960,225.65
536975,1705.6499999999994
537057,274.66999999999996
537226,113.48
537664,46.8
537803,89.5
539033,228.6
539106,920.5200000000001
C539114,-8.850000000000001
539288,5.5
539715,1.25
539764,433.5
540094,312.95
536565,6.7
536569,357.94999999999993
536635,572.38
536841,393.42
537011,0.0
537202,269.69999999999993
C537853,-33.55
538143,0.0
538908,346.8
539041,243.22000000000003
539103,933.3200000000002
536381,449.97999999999996
536547,0.0
C537417,-4.25
C537611,-75.60000000000001
537672,328.01
537674,319.18
537688,702.1
537854,154.79999999999998
538163,257.94999999999993
538641,1485.78
539043,392.34
C539090,-2.95
539160,311.64
539436,4390.32
C540117,-16888.02
537418,137.11
537621,19.5
537624,306.83999999999986
538042,0.0
538187,218.1
538541,540.9499999999999
C538718,-60.0
539462,315.56
C539950,-31.35
540000,0.0
536530,201.74999999999997
537127,408.0
537222,133.48000000000002
537313,123.15
537346,673.3700000000001
537452,0.0
537800,69.79
538363,156.64999999999998
538367,664.0100000000001
539113,4.949999999999999
539300,72.59
C539632,-162.24
536983,175.53000000000003
537002,0.0
537427,0.0
537595,118.32000000000001
C537746,-6.65
537751,38.8
538241,0.0
538719,60.0
539018,283.53000000000003
540060,203.09999999999997
C540155,-205.74
536763,452.52
536851,1368.4
536883,5.46
537425,0.0
537845,71.4
537847,180.4
C538373,-15.0
540183,1220.3999999999999
536527,261.48
536551,146.60999999999996
536605,272.6499999999999
537626,711.79
537686,225.0
537995,295.1
538205,336.15999999999997
538355,9.9
538565,1.9
C538632,-12.75
C538897,-48.26
C537232,-17.0
537615,139.0
538117,60.0
C538357,-243.35999999999999
C538670,-15.8
538679,150.68
539413,0.0
539485,19.95
539638,0.0
C540097,-202.79999999999998
536406,353.14000000000004
537153,623.7500000000002
537963,308.28000000000003
C537998,-30.0
C538075,-20.28
538104,190.35000000000005
538120,144.5
538596,168.0
538661,309.05
539327,198.3
C539606,-11.6
536525,136.24
536788,75.0
537639,0.0
538113,289.85
C538647,-10.2
538815,179.87000000000003
539107,211.2
539245,81.99000000000001
539495,0.0
540130,393.9
536746,248.10000000000002
536947,686.4
537707,303.85999999999996
537825,222.50000000000003
538007,174.4
538095,174.72000000000006
539056,1.45
539477,365.7300000000001
C540118,-16453.71
536464,277.34999999999997
536562,308.65000000000003
537010,0.0
537034,2355.1800000000003
537657,9639.119999999999
C538111,-10.08
538644,12.45
538654,91.9
539992,7.1
536397,279.0
536405,326.4
536864,636.6800000000001
537224,1415.9700000000003
537886,209.3
538202,274.72999999999996
C539711,-21.95
C539949,-17.700000000000003
539979,12.45
536587,311.81000000000006
536628,230.56000000000003
536860,254.4
536974,336.24
537635,68.1
C537838,-5.0
538312,272.81999999999994
539452,741.2200000000001
537009,0.0
537411,9.65
537422,217.55000000000004
537622,165.94000000000003
537671,328.45000000000005
537846,201.59999999999997
538058,0.0
C538109,-24.95
C538362,-16.5
C538643,-12.45
538814,324.71999999999997
538862,149.5
C539065,-47.6
C539071,-16.95
539304,302.40000000000003
540157,1145.3300000000002
539744,579.7
536629,22.200000000000003
537021,0.0
537523,159.54999999999998
538070,103.7
538151,441.6
538807,252.62
538844,1194.5200000000002
C538847,-1188.0
538859,658.2
538907,202.79999999999998
539422,190.54999999999998
539468,663.8000000000001
C539576,-707.0600000000003
539722,762.3000000000001
536532,1919.1400000000008
536755,54.25
536794,322.79999999999995
C537164,-29.29
537236,375.69000000000005
537381,511.5600000000001
537409,406.15999999999997
537828,478.88999999999993
C538341,-1136.3200000000004
539249,314.1
C539661,-36.0
C536816,-13.9
537376,480.68
537608,444.4199999999999
C538115,-42.5
538371,350.23999999999995
538593,476.76000000000005
538866,647.9900000000001
539330,277.2
C539657,-14.399999999999999
536376,328.8
536785,2730.96
537241,364.91999999999985
537859,670.55
538054,0.0
538346,756.4500000000003
538797,10.5
538858,951.2400000000001
539014,343.26000000000005
539049,1048.6399999999999
539412,16.85
539981,300.4199999999999
537022,427.79999999999995
537193,460.59999999999985
537424,92.55000000000001
537462,172.64999999999998
537863,5.95
538093,739.0500000000002
538180,369.09999999999997
538288,1.9
538817,301.2
539338,2646.2999999999997
539747,136.89
539997,0.0
536973,736.2799999999999
537053,275.8
537388,391.5
537432,0.0
C537530,-28.15
537840,305.45000000000005
538043,0.0
538193,67.5
539036,300.87
539255,308.22
536575,1552.98
536637,235.16
536693,22.200000000000003
537244,300.66
537648,402.61
C537857,-267.12
C538066,-2.95
538374,193.2199999999999
538499,388.65
538828,231.83999999999997
C539244,-2.1
539434,4700.4
536380,34.8
537604,1381.92
537667,326.4
538591,310.8
538653,1247.64
538669,0.95
538863,341.65999999999997
538878,267.0
539143,46.45
539463,191.45999999999998
540154,1854.3900000000003
C540164,-232.67000000000004
540167,125.86
538160,0.0
538515,1393.56
539351,168.0
539391,291.34
C539943,-6.199999999999999
536762,307.68000000000006
536998,0.0
537239,210.19
537698,468.68
537792,148.23000000000002
538012,224.38000000000005
C538052,-4.95
C538084,-19.799999999999997
C538099,-13.100000000000001
538497,168.36
C538768,-45.0
539042,209.08
C539574,-12.899999999999999
539676,237.93
539738,1736.2600000000002
539831,108.63
539920,390.94999999999993
536373,259.86
537059,127.98000000000002
537659,15885.489999999998
C537684,-6.3
538183,651.8299999999999
538216,254.4
539295,348.80000000000007
540014,339.67999999999995
C536606,-5.9
537603,373.49
537999,0.0
538073,16.209999999999997
538503,513.64
539649,42.120000000000005
540073,644.13
536685,380.4600000000001
536797,130.8
536876,7257.080000000009
C537024,-75.60000000000001
C538372,-10.450000000000001
538514,835.9500000000007
538839,305.7899999999999
539240,843.78
539635,728.04
C539830,-39.6
536595,349.15000000000003
536996,0.0
537426,0.0
537808,251.08999999999997
C537832,-29.8
C538112,-27.6
538906,0.0
539181,135.44
539267,253.5
539435,180.0
539593,776.9499999999999
539611,0.0
539651,32.5
539743,365.26000000000005
536533,156.09999999999997
536574,17.85
537007,0.0
537374,381.64
537593,571.0
537855,263.24999999999994
538009,945.5500000000003
538013,114.79000000000002
538067,165.65000000000003
C538118,-9.85
538566,4909.8899999999985
